,SPY,XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
2016-12-01,219.57,,81.89,50.25,74.61,22.9,68.25,62.82,49.96,29.55,46.52,46.38
2016-12-02,219.68,,81.44,50.57,74.83,22.65,68.41,62.81,49.98,29.83,46.69,46.8
2016-12-05,221.0,,82.33,50.63,75.49,22.92,68.29,62.76,50.37,30.07,47.14,46.86
2016-12-06,221.7,,82.52,50.78,75.35,23.12,68.48,62.88,50.43,30.2,47.28,46.77
2016-12-07,224.6,,84.12,51.51,75.95,23.48,67.89,64.05,51.15,30.83,48.18,47.38
2016-12-08,225.15,,84.12,51.3,76.36,23.7,68.02,63.69,51.49,30.99,48.3,47.46
2016-12-09,226.51,,84.31,52.04,76.6,23.75,68.85,63.98,51.5,30.97,48.65,47.96
2016-12-12,226.25,,83.61,52.25,76.96,23.52,69.18,63.75,51.27,31.29,48.5,48.46
2016-12-13,227.76,,84.36,52.49,77.83,23.58,69.74,63.66,51.19,31.37,49.11,48.96
2016-12-14,225.88,,83.79,51.92,76.27,23.47,69.38,63.02,50.58,30.82,48.94,47.95
2016-12-15,226.81,,83.59,52.14,76.44,23.67,69.83,63.09,50.91,30.57,49.16,48.29
2016-12-16,225.04,,82.69,52.05,76.51,23.36,69.58,62.58,50.42,30.44,48.59,48.41
2016-12-19,225.53,,82.91,52.15,76.16,23.37,69.29,62.93,50.32,30.71,48.94,48.59
2016-12-20,226.4,,83.57,52.05,75.99,23.66,69.24,63.29,50.36,30.73,49.12,48.65
2016-12-21,225.77,,83.53,52.04,76.11,23.6,68.85,63.05,50.38,30.34,49.02,48.45
2016-12-22,225.38,,82.63,51.96,76.42,23.54,68.94,62.93,50.17,30.3,48.92,48.62
2016-12-23,225.71,,82.45,52.06,76.35,23.58,69.46,62.99,50.27,30.33,48.97,48.61
2016-12-27,226.27,,82.77,52.05,76.52,23.61,69.6,63.12,50.54,30.41,49.17,48.65
2016-12-28,224.4,,82.2,51.73,75.69,23.37,69.07,62.46,50.03,30.18,48.73,48.19
2016-12-29,224.35,,82.09,51.97,75.54,23.2,69.19,62.44,50.03,30.46,48.74,48.84
2016-12-30,223.53,,81.4,51.71,75.32,23.25,68.94,62.22,49.7,30.75,48.36,48.57
2017-01-03,225.24,,81.88,51.9,76.17,23.51,69.84,62.59,49.99,30.85,48.79,48.45
2017-01-04,226.58,,82.97,51.9,76.01,23.7,70.39,62.96,50.72,31.24,48.96,48.63
2017-01-05,226.4,,82.91,52.07,75.82,23.46,70.75,62.78,50.57,31.4,49.04,48.68
2017-01-06,227.21,,83.32,52.12,75.89,23.54,70.95,63.14,50.62,31.4,49.4,48.83
2017-01-09,226.46,,83.25,51.7,74.79,23.38,71.25,62.65,50.61,31.2,49.39,48.19
2017-01-10,226.46,,83.55,51.44,74.11,23.43,71.5,62.91,50.64,30.81,49.4,48.04
2017-01-11,227.1,,83.73,51.54,74.91,23.58,70.78,63.24,51.05,30.64,49.63,48.54
2017-01-12,226.53,,83.65,51.49,74.6,23.38,70.85,62.98,50.95,30.76,49.51,48.58
2017-01-13,227.05,,83.96,51.52,74.38,23.51,70.92,63.22,50.87,30.69,49.66,48.51
2017-01-17,226.25,,84.1,52.25,74.84,22.95,70.56,62.73,50.64,30.94,49.47,49.04
2017-01-18,226.75,,83.95,52.43,74.67,23.14,70.47,62.97,50.96,31.01,49.6,48.98
2017-01-19,225.91,,83.69,52.24,74.26,23.04,70.02,63.43,50.64,30.71,49.53,48.55
2017-01-20,226.74,,83.93,52.58,74.54,23.15,69.84,63.44,51.09,30.9,49.8,48.64
2017-01-23,226.15,,83.99,52.56,73.75,23.0,69.55,63.09,51.19,31.09,49.89,48.39
2017-01-24,227.6,,84.68,52.91,74.56,23.29,69.07,63.72,52.51,31.1,50.2,48.38
2017-01-25,229.57,,85.2,52.9,74.95,23.68,69.72,64.39,52.86,30.91,50.68,48.38
2017-01-26,229.33,,85.33,52.67,75.01,23.74,69.18,64.54,53.0,30.89,50.54,48.4
2017-01-27,228.97,,85.06,52.38,74.23,23.65,69.75,64.49,52.81,30.63,50.74,48.39
2017-01-30,227.55,,84.96,52.34,72.87,23.46,69.41,63.94,52.27,30.46,50.33,48.43
2017-01-31,227.53,,84.83,52.59,72.9,23.31,70.52,63.38,51.96,30.71,50.08,49.18
2017-02-01,227.62,,84.67,52.18,72.36,23.34,71.13,63.27,52.22,30.37,50.46,48.33
2017-02-02,227.77,,84.6,52.66,72.77,23.25,71.11,63.15,51.99,30.73,50.36,48.84
2017-02-03,229.34,,84.49,53.0,73.4,23.72,71.42,63.62,52.08,30.93,50.69,48.9
2017-02-06,228.93,,84.24,52.71,72.78,23.61,71.5,63.71,51.94,30.74,50.72,48.8
2017-02-07,228.94,,84.16,53.14,71.75,23.55,71.57,63.82,51.53,30.68,50.92,48.92
2017-02-08,229.24,,84.68,53.36,71.92,23.39,71.46,63.73,51.65,30.94,51.01,49.4
2017-02-09,230.6,,85.21,53.58,72.73,23.71,71.72,64.22,51.63,31.07,51.17,48.98
2017-02-10,231.51,,85.73,53.62,73.28,23.78,71.86,64.73,52.1,31.28,51.32,49.29
2017-02-13,232.77,,85.83,53.62,73.42,24.05,72.3,65.38,52.53,31.43,51.55,49.53
2017-02-14,233.7,,86.32,53.63,73.66,24.33,72.87,65.41,52.52,31.27,51.72,49.17
2017-02-15,234.92,,86.77,54.12,73.37,24.52,73.66,65.76,52.45,31.18,51.89,49.05
2017-02-16,234.72,,86.33,54.19,72.37,24.46,73.56,65.78,52.45,31.31,52.01,49.54
2017-02-17,235.09,,86.61,54.46,71.97,24.47,73.66,65.89,52.3,31.4,52.19,49.57
2017-02-21,236.49,,87.11,54.95,72.46,24.59,73.99,66.22,52.47,31.83,52.46,50.09
2017-02-22,236.28,,87.11,54.96,71.36,24.61,73.88,66.04,52.61,31.71,52.52,50.3
2017-02-23,236.44,,86.52,55.09,71.66,24.61,74.42,65.61,52.32,31.92,52.51,50.82
2017-02-24,236.74,,86.92,55.28,70.99,24.42,74.78,65.89,52.43,32.08,52.63,51.59
2017-02-27,237.11,,87.02,55.03,71.6,24.55,75.14,66.13,52.3,32.24,52.6,51.3
2017-02-28,236.47,,86.37,55.1,71.38,24.54,74.99,65.86,52.25,32.14,52.35,51.77
2017-03-01,239.78,,87.34,55.36,72.81,25.24,75.74,66.97,53.27,32.06,53.09,51.31
2017-03-02,238.27,,87.13,55.35,72.12,24.85,75.5,66.25,52.7,31.96,52.74,51.68
2017-03-03,238.42,,87.0,55.14,71.99,24.97,75.8,66.32,52.66,31.86,52.86,51.52
2017-03-06,237.71,,86.72,54.9,72.15,24.78,75.51,66.16,52.32,31.73,52.78,51.42
2017-03-07,237.0,,86.44,54.83,71.51,24.71,74.98,65.97,52.03,31.62,52.78,51.39
2017-03-08,236.56,,86.8,54.71,69.65,24.72,75.28,65.74,52.03,31.15,52.84,50.65
2017-03-09,236.86,,86.72,54.8,70.11,24.81,75.69,65.44,51.87,30.75,52.83,50.54
2017-03-10,237.69,,86.85,55.05,70.01,24.79,75.98,65.84,52.11,30.72,53.11,50.96
2017-03-13,237.81,,87.08,55.09,70.02,24.85,75.92,65.8,52.26,30.76,53.16,51.11
2017-03-14,236.9,,87.06,54.93,69.23,24.78,75.64,65.18,51.81,30.72,53.04,51.06
2017-03-15,238.95,,87.52,55.34,70.77,24.74,76.59,65.92,52.64,31.31,53.4,51.88
2017-03-16,238.48,,87.51,55.42,70.27,24.78,75.85,65.62,52.28,31.24,53.43,51.31
2017-03-17,237.03,,87.36,54.98,69.8,24.45,75.16,65.68,52.34,31.1,53.34,51.23
2017-03-20,236.77,,87.154,55.0771,69.746,24.271,75.0359,65.56,52.6217,31.1311,53.3706,50.9038
2017-03-21,233.73,,86.05,55.04,69.21,23.57,74.46,64.56,51.75,31.08,52.61,51.61
2017-03-22,234.28,,86.15,54.93,69.11,23.52,74.48,64.79,51.9,31.15,52.94,51.86
2017-03-23,234.03,,86.35,54.81,68.83,23.57,74.25,64.7,52.12,31.38,52.8,51.7
2017-03-24,233.86,,86.56,54.7,68.56,23.54,74.29,64.53,51.66,31.35,52.84,51.89
2017-03-27,233.62,,86.53,54.65,68.24,23.45,74.49,64.3,51.77,31.1,52.84,51.69
2017-03-28,235.32,,87.19,54.75,69.21,23.77,74.54,64.98,52.37,31.28,53.22,51.65
2017-03-29,235.54,,87.71,54.85,70.16,23.62,74.56,64.97,52.41,31.39,53.31,51.51
2017-03-30,236.29,,87.94,54.74,70.14,23.93,74.57,65.33,52.42,31.46,53.41,51.11
2017-03-31,235.74,,87.95,54.58,69.9,23.73,74.36,65.06,52.41,31.6,53.31,51.31
2017-04-03,235.33,,87.6,54.49,69.78,23.68,74.42,64.92,52.21,31.64,53.26,51.3
2017-04-04,235.48,,87.46,54.65,70.29,23.65,74.38,65.09,52.4,31.55,53.3,51.46
2017-04-05,234.78,,87.25,54.55,70.07,23.47,74.15,64.88,52.36,31.6,53.08,51.75
2017-04-06,235.44,,87.52,54.55,70.63,23.62,74.28,65.06,52.64,31.78,53.09,51.62
2017-04-07,235.2,,87.26,54.7,70.36,23.52,74.41,65.13,52.59,31.82,53.06,51.4
2017-04-10,235.34,,87.58,54.86,70.89,23.46,74.27,65.29,52.6,32.04,52.96,51.49
2017-04-11,235.06,,87.51,54.88,70.9,23.39,74.17,65.38,52.46,32.19,52.76,51.47
2017-04-12,234.03,,87.16,55.09,70.6,23.2,74.17,64.48,51.81,32.14,52.58,51.85
2017-04-13,232.51,,86.55,54.84,69.31,22.9,73.98,64.02,51.31,32.07,52.37,51.68
2017-04-17,234.57,,87.44,55.23,69.46,23.3,74.25,64.72,51.68,32.44,52.85,51.91
2017-04-18,233.87,,87.45,55.48,68.81,23.08,73.44,64.51,51.62,32.52,52.84,52.03
2017-04-19,233.44,,87.53,55.27,67.8,23.01,73.66,64.57,51.69,32.45,52.8,51.67
2017-04-20,235.34,,88.45,55.16,68.13,23.4,74.12,65.35,52.26,32.44,53.28,51.47
2017-04-21,234.59,,88.25,55.0,67.79,23.16,73.68,65.41,52.2,32.33,53.17,51.73
2017-04-24,237.17,,88.82,55.5,68.19,23.68,74.41,66.34,52.8,32.01,53.8,52.0
2017-04-25,238.55,,89.52,55.72,68.77,23.89,74.73,66.66,53.65,32.08,54.08,51.93
2017-04-26,238.4,,89.94,55.27,68.54,23.87,75.14,66.67,53.64,31.81,54.02,51.77
2017-04-27,238.6,,90.42,55.2,67.79,23.76,75.3,66.65,53.52,31.83,54.24,51.95
2017-04-28,238.08,,90.06,55.18,67.84,23.53,75.5,66.34,53.07,31.65,54.38,51.7
2017-05-01,238.68,,90.18,54.97,67.65,23.68,75.67,66.14,53.1,31.85,54.79,51.39
2017-05-02,238.77,,90.28,54.6,67.31,23.65,75.88,66.46,53.19,31.86,54.91,51.45
2017-05-03,238.48,,89.75,54.65,67.5,23.84,75.51,66.51,52.67,31.47,54.81,51.27
2017-05-04,238.76,,89.61,55.07,66.26,23.88,76.01,66.58,52.73,31.5,54.77,51.45
2017-05-05,239.7,,90.17,55.22,67.31,23.84,75.97,66.92,53.48,31.75,54.97,51.73
2017-05-08,239.66,,90.34,55.2,67.79,23.82,75.5,66.74,53.05,31.58,55.21,51.71
2017-05-09,239.44,,90.86,55.0,67.23,23.73,75.59,66.83,52.65,31.46,55.28,51.33
2017-05-10,239.87,,90.55,55.04,68.12,23.81,75.37,66.69,52.82,31.63,55.49,51.41
2017-05-11,239.38,,90.01,55.12,67.98,23.66,75.41,66.67,52.74,31.48,55.42,51.48
2017-05-12,238.98,,89.88,54.96,67.75,23.56,75.28,66.3,52.61,31.36,55.56,51.73
2017-05-15,240.3,,89.9,55.14,68.28,23.74,75.77,66.61,53.07,31.5,55.87,51.95
2017-05-16,240.08,,89.59,55.09,67.94,23.81,75.48,66.54,53.08,31.34,56.13,51.57
2017-05-17,235.82,,88.14,55.01,67.27,23.06,74.49,65.21,51.96,31.54,54.6,51.7
2017-05-18,236.77,,88.65,55.05,67.25,23.15,74.82,65.3,51.99,31.6,54.92,51.88
2017-05-19,238.31,,89.25,55.35,68.08,23.35,75.03,66.16,52.44,31.78,55.24,52.08
2017-05-22,239.52,,89.7,55.66,67.93,23.41,75.23,66.67,52.5,31.86,55.68,52.53
2017-05-23,240.05,,89.36,55.72,68.09,23.59,75.48,66.81,52.54,31.9,55.78,52.67
2017-05-24,240.61,,89.68,55.94,67.73,23.58,75.67,66.89,52.89,32.08,56.01,52.97
2017-05-25,241.76,,90.47,56.29,66.5,23.62,76.03,67.33,52.83,32.2,56.41,53.4
2017-05-26,241.71,,90.74,56.5,66.61,23.61,75.89,67.41,52.93,32.0,56.38,53.4
2017-05-30,241.5,,90.81,56.48,65.72,23.45,75.78,67.39,52.92,31.91,56.62,53.57
2017-05-31,241.44,,91.05,56.64,65.44,23.25,76.08,67.52,53.08,31.86,56.53,53.84
2017-06-01,243.36,,91.91,57.1,65.85,23.54,76.92,67.94,53.72,31.96,56.67,54.22
2017-06-02,244.17,,92.24,57.27,65.09,23.45,77.42,68.21,53.85,32.24,57.19,54.28
2017-06-05,243.99,,91.99,57.33,65.21,23.49,77.2,67.97,53.68,32.16,57.24,54.11
2017-06-06,243.21,,91.2,57.19,65.98,23.39,77.01,67.51,53.71,32.01,57.13,53.99
2017-06-07,243.66,,91.36,57.17,65.05,23.57,77.22,67.43,53.78,32.18,57.31,54.17
2017-06-08,243.78,,90.77,56.74,64.86,23.84,77.0,67.65,53.94,32.03,57.44,53.72
2017-06-09,243.41,,90.37,56.67,66.42,24.29,77.52,67.91,54.63,32.18,56.02,53.67
2017-06-12,243.36,,90.32,56.66,66.89,24.34,77.42,68.16,54.42,32.39,55.69,53.57
2017-06-13,244.55,,90.88,56.75,67.39,24.47,77.58,68.44,55.1,32.47,56.09,53.7
2017-06-14,244.24,,90.83,57.11,66.17,24.51,77.95,68.37,54.52,32.57,55.82,53.99
2017-06-15,243.77,,90.45,56.98,65.67,24.41,77.87,68.78,54.04,32.73,55.57,54.3
2017-06-16,242.64,,90.15,55.95,66.3,24.29,77.69,68.68,54.02,32.44,55.25,54.11
2017-06-19,244.66,,90.84,56.22,65.88,24.54,78.5,69.1,54.45,32.46,56.07,53.93
2017-06-20,243.01,,89.7,56.0,65.04,24.33,78.76,68.36,54.15,32.4,55.62,53.96
2017-06-21,242.95,,89.84,55.84,63.99,24.13,79.76,67.9,53.58,32.33,55.93,53.64
2017-06-22,242.84,,89.63,55.47,63.95,23.98,80.59,67.76,53.64,32.35,55.95,53.39
2017-06-23,243.13,,89.52,55.49,64.38,23.89,80.47,68.01,53.85,32.49,56.3,53.21
2017-06-26,243.29,,89.84,55.71,64.24,24.02,80.39,68.03,54.01,32.64,56.0,53.57
2017-06-27,241.33,,89.13,55.23,64.14,24.14,79.66,67.52,53.68,32.51,55.08,52.97
2017-06-28,243.49,,90.03,55.43,64.49,24.52,80.08,68.13,54.17,32.55,55.77,52.46
2017-06-29,241.35,,89.16,54.84,64.63,24.69,79.35,67.55,53.52,32.22,54.77,52.04
2017-06-30,241.8,,89.63,54.94,64.92,24.67,79.24,68.11,53.81,32.2,54.72,51.96
2017-07-03,242.21,,89.54,54.89,66.17,25.03,79.38,68.53,54.28,32.5,54.34,51.72
2017-07-05,242.77,,89.32,54.85,64.83,25.07,79.85,68.73,54.1,32.11,54.88,51.47
2017-07-06,240.55,,88.41,54.54,64.11,24.88,78.82,68.13,53.86,31.53,54.38,51.45
2017-07-07,242.11,,89.2,54.51,64.01,25.05,79.22,68.66,54.14,31.71,55.01,51.49
2017-07-10,242.37,,89.39,54.13,64.22,25.02,79.07,68.86,54.48,31.46,55.41,51.45
2017-07-11,242.19,,89.21,53.98,64.57,24.8,78.98,68.8,54.4,31.41,55.53,51.42
2017-07-12,244.01,,89.89,54.28,64.75,24.88,79.52,69.18,55.03,31.82,56.25,51.86
2017-07-13,244.42,,89.9,54.29,65.01,25.03,79.59,69.13,54.97,31.88,56.36,51.68
2017-07-14,245.56,,90.19,54.72,65.4,24.92,80.13,69.43,55.25,32.2,56.86,51.92
2017-07-17,245.53,,90.41,54.78,65.32,24.84,79.84,69.39,55.36,32.27,56.87,52.16
2017-07-18,245.66,,90.82,54.78,65.01,24.8,79.9,69.23,55.13,32.23,57.13,52.31
2017-07-19,246.99,,91.26,54.98,65.96,24.81,80.55,69.3,55.66,32.47,57.42,52.53
2017-07-20,247.1,,91.07,54.99,65.76,24.8,81.08,68.91,55.25,32.38,57.54,52.91
2017-07-21,246.88,,91.13,55.08,65.11,24.8,80.99,68.78,55.26,32.44,57.47,53.29
2017-07-24,246.82,,90.82,54.9,64.99,24.91,80.96,68.63,55.21,32.42,57.61,52.79
2017-07-25,247.42,,91.46,55.28,65.81,25.22,80.38,68.54,55.8,32.42,57.5,52.49
2017-07-26,247.43,,91.42,55.27,65.88,25.05,80.11,68.63,55.46,32.69,57.72,52.99
2017-07-27,247.2,,92.09,55.81,66.55,24.91,79.56,68.24,55.26,32.66,57.5,53.12
2017-07-28,246.91,,91.39,55.34,66.47,24.91,79.96,68.4,55.06,32.64,57.44,53.04
2017-07-31,246.77,,91.36,55.32,66.62,25.09,79.89,68.31,54.64,32.59,57.16,53.22
2017-08-01,247.32,,91.52,55.26,66.61,25.27,79.71,68.11,54.68,32.73,57.45,53.52
2017-08-02,247.44,,91.27,55.22,66.36,25.31,79.53,68.41,54.73,32.57,57.61,53.75
2017-08-03,246.96,,91.02,55.17,65.43,25.22,79.66,68.75,54.32,32.49,57.48,54.02
2017-08-04,247.41,,91.03,55.02,65.64,25.39,79.48,68.88,54.58,32.59,57.61,53.78
2017-08-07,247.87,,91.24,55.43,65.14,25.35,79.65,68.88,54.61,32.57,57.96,53.95
2017-08-08,247.26,,91.29,55.22,64.99,25.28,79.28,68.67,54.18,32.42,57.88,54.17
2017-08-09,247.25,,90.76,55.31,65.05,25.28,79.37,68.69,54.23,32.46,57.85,53.89
2017-08-10,243.76,,89.4,55.08,64.36,24.83,78.38,67.82,53.61,32.17,56.71,54.06
2017-08-11,244.12,,89.86,55.12,63.94,24.73,78.6,67.86,53.48,31.96,57.1,53.74
2017-08-14,246.54,,90.5,55.39,63.75,25.07,79.13,68.57,53.98,32.49,58.01,54.05
2017-08-15,246.51,,89.67,55.67,63.51,25.09,79.13,68.42,53.99,32.43,58.1,54.35
2017-08-16,246.94,,90.13,55.86,62.9,25.04,79.35,68.61,54.52,32.53,58.27,54.57
2017-08-17,243.09,,88.69,55.35,62.01,24.61,78.36,67.42,53.69,32.3,57.13,54.18
2017-08-18,242.71,,88.25,55.2,62.32,24.62,78.0,67.15,53.71,32.06,57.07,54.5
2017-08-21,242.9,,88.41,55.4,62.0,24.55,78.35,67.26,53.76,32.39,57.05,54.7
2017-08-22,245.44,,89.36,55.41,62.41,24.82,79.3,68.03,54.46,32.37,57.9,54.82
2017-08-23,244.56,,88.6,55.25,62.68,24.74,78.7,67.39,54.36,32.7,57.76,55.0
2017-08-24,243.99,,88.41,54.49,62.72,24.74,78.93,67.18,54.26,32.64,57.71,54.96
2017-08-25,244.56,,88.63,54.67,63.0,24.81,78.95,67.5,54.43,32.8,57.7,55.14
